id_venda,curso,valor,idade,cidade,forma_pagamento,avaliacao,status,data_venda
1330,Python,749.33,65,Salvador,PIX,1,Em andamento,2025-10-20
1331,Power BI,334.78,37,Lauro de Freitas,Boleto,5,Em andamento,2025-05-05
1332,Python,724.73,21,Vitória da Conquista,Boleto,4,Concluído,2025-08-12
1333,Excel,347.21,62,Feira de Santana,PIX,5,Em andamento,2025-11-06
1334,SQL,458.7,29,Vitória da Conquista,PIX,1,Concluído,2025-01-10
1335,Python,803.75,60,Feira de Santana,PIX,3,Concluído,2025-11-22
1336,Power BI,386.24,32,Feira de Santana,Cartão,3,Concluído,2025-11-10
1337,Power BI,358.95,63,Lauro de Freitas,PIX,5,Concluído,2025-11-01
1338,Python,395.78,42,Camaçari,Boleto,1,Concluído,2025-06-13
1339,Python,411.63,46,Feira de Santana,PIX,4,Concluído,2025-12-24
1340,Excel,252.91,42,Vitória da Conquista,PIX,1,Em andamento,2025-10-20
1341,Python,970.85,58,Camaçari,Boleto,3,Concluído,2025-09-29
1342,Power BI,432.17,36,Vitória da Conquista,PIX,4,Concluído,2025-11-16
1343,Python,626.34,57,Vitória da Conquista,Boleto,4,Concluído,2025-01-12
1344,Python,776.15,36,Lauro de Freitas,Boleto,4,Cancelado,2025-07-12
1345,Python,928.96,26,Camaçari,Boleto,1,Concluído,2025-04-22
1346,Excel,290.07,25,Lauro de Freitas,PIX,2,Em andamento,2025-07-25
1347,SQL,594.96,40,Feira de Santana,PIX,5,Concluído,2025-07-05
1348,Python,667.15,60,Vitória da Conquista,Boleto,5,Concluído,2025-04-26
1349,Python,873.05,49,Camaçari,PIX,4,Concluído,2025-04-01
1350,Power BI,459.95,18,Lauro de Freitas,PIX,4,Em andamento,2025-12-16
1351,Excel,916.45,42,Lauro de Freitas,Boleto,4,Cancelado,2025-07-30
1352,Excel,269.89,19,Lauro de Freitas,Cartão,2,Concluído,2025-09-15
1353,Excel,998.92,56,Lauro de Freitas,Boleto,4,Cancelado,2025-06-16
1354,Excel,648.73,28,Lauro de Freitas,Boleto,4,Em andamento,2025-07-09
1355,Python,120.35,56,Camaçari,Boleto,5,Em andamento,2025-03-24
1356,Python,511.89,64,Feira de Santana,Cartão,4,Cancelado,2025-04-13
1357,Python,390.35,36,Salvador,Cartão,2,Concluído,2025-08-24
1358,Power BI,320.44,56,Camaçari,Cartão,2,Cancelado,2025-09-14
1359,Power BI,677.14,56,Vitória da Conquista,Cartão,2,Concluído,2025-02-05
1360,SQL,106.09,20,Camaçari,Boleto,4,Em andamento,2025-02-06
1361,Python,804.64,34,Lauro de Freitas,Cartão,5,Concluído,2025-10-01
1362,Excel,743.19,46,Camaçari,Boleto,1,Concluído,2025-07-23
1363,SQL,845.38,64,Salvador,PIX,4,Em andamento,2025-09-19
1364,Excel,666.24,46,Camaçari,Cartão,1,Concluído,2025-05-15
1365,Python,782.05,55,Salvador,Boleto,2,Concluído,2025-12-03
1366,Excel,405.75,33,Camaçari,Cartão,3,Concluído,2025-11-25
1367,Python,724.24,47,Camaçari,Cartão,3,Concluído,2025-12-19
1368,Python,500.1,46,Vitória da Conquista,Boleto,3,Concluído,2025-03-13
1369,Python,233.12,36,Salvador,Cartão,3,Concluído,2026-01-01
1370,Power BI,362.0,63,Feira de Santana,Boleto,3,Concluído,2025-08-14
1371,Python,705.85,27,Feira de Santana,Cartão,5,Concluído,2025-07-16
1372,Python,331.48,32,Salvador,Cartão,5,Concluído,2025-10-27
1373,Power BI,110.76,41,Lauro de Freitas,Boleto,5,Concluído,2025-11-13
1374,Python,909.9,40,Feira de Santana,Boleto,5,Concluído,2025-07-11
1375,SQL,440.08,49,Feira de Santana,Boleto,4,Concluído,2025-07-14
1376,Python,112.71,22,Vitória da Conquista,Cartão,3,Concluído,2025-03-18
1377,Excel,350.38,64,Salvador,Boleto,2,Concluído,2025-08-24
1378,Python,612.37,58,Salvador,Boleto,5,Em andamento,2025-04-14
1379,Power BI,427.1,20,Camaçari,Boleto,1,Cancelado,2025-09-17
1380,Python,160.38,53,Lauro de Freitas,Boleto,5,Em andamento,2025-01-29
1381,Python,501.87,51,Feira de Santana,Cartão,3,Em andamento,2025-04-04
1382,C#,720.63,59,Feira de Santana,Cartão,4,Concluído,2025-11-08
1383,Python,339.09,35,Salvador,Boleto,2,Em andamento,2025-02-02
1384,Python,915.43,26,Lauro de Freitas,PIX,1,Concluído,2025-05-05
1385,Python,627.01,55,Camaçari,PIX,1,Concluído,2025-01-27
1386,Python,386.87,58,Salvador,Cartão,4,Concluído,2025-02-12
1387,Python,528.33,24,Lauro de Freitas,Boleto,2,Concluído,2025-06-03
1388,Python,612.3,55,Camaçari,Cartão,4,Em andamento,2025-04-10
1389,Power BI,629.94,58,Lauro de Freitas,PIX,1,Concluído,2025-07-28
1390,Excel,641.12,49,Feira de Santana,PIX,5,Concluído,2025-05-26
1391,Python,956.19,37,Vitória da Conquista,Boleto,2,Concluído,2025-12-14
1392,Power BI,605.04,37,Camaçari,Cartão,2,Concluído,2025-06-13
1393,Excel,903.93,50,Camaçari,PIX,2,Concluído,2025-08-10
1394,Python,705.58,24,Camaçari,PIX,5,Em andamento,2025-04-10
1395,Python,800.81,32,Feira de Santana,PIX,5,Concluído,2025-09-29
1396,Python,524.59,61,Vitória da Conquista,Boleto,2,Concluído,2025-03-21
1397,Python,391.29,30,Camaçari,Cartão,2,Concluído,2025-03-22
1398,SQL,393.01,51,Camaçari,Boleto,5,Em andamento,2025-05-18
1399,Python,305.75,34,Camaçari,PIX,3,Concluído,2025-06-20
1400,SQL,753.94,65,Vitória da Conquista,PIX,3,Concluído,2025-07-21
1401,Python,786.33,18,Camaçari,Cartão,4,Concluído,2025-03-13
1402,Python,977.39,35,Salvador,Boleto,2,Concluído,2025-05-12
1403,Power BI,365.22,41,Salvador,PIX,4,Em andamento,2025-06-16
1404,Python,602.16,65,Feira de Santana,Cartão,5,Concluído,2025-05-21
1405,Excel,196.05,33,Feira de Santana,PIX,4,Cancelado,2025-10-31
1406,Excel,522.78,20,Camaçari,Boleto,4,Concluído,2025-11-07
1407,Excel,627.4,21,Salvador,Cartão,3,Concluído,2025-07-09
1408,Python,494.21,36,Salvador,PIX,2,Em andamento,2025-02-07
1409,Power BI,391.99,64,Camaçari,Cartão,2,Concluído,2025-10-21
1410,Python,279.89,23,Camaçari,Cartão,3,Concluído,2025-12-05
1411,Python,334.55,51,Vitória da Conquista,Boleto,1,Concluído,2025-02-04
1412,Excel,883.55,62,Vitória da Conquista,PIX,4,Em andamento,2025-04-20
1413,C#,265.63,47,Feira de Santana,PIX,3,Concluído,2025-12-13
1414,Python,974.19,34,Vitória da Conquista,Boleto,1,Concluído,2025-11-25
1415,Excel,469.6,43,Camaçari,Cartão,5,Concluído,2025-09-20
1416,Python,436.03,54,Camaçari,Cartão,5,Em andamento,2025-06-17
1417,Python,811.02,49,Vitória da Conquista,Boleto,3,Concluído,2025-02-08
1418,Python,608.68,53,Salvador,Boleto,2,Em andamento,2025-02-14
1419,SQL,616.43,47,Lauro de Freitas,Boleto,2,Em andamento,2025-12-17
1420,Excel,487.75,35,Camaçari,PIX,2,Em andamento,2025-02-07
1421,Excel,263.41,54,Vitória da Conquista,PIX,5,Em andamento,2025-08-10
1422,Python,900.36,43,Lauro de Freitas,PIX,1,Concluído,2025-07-19
1423,Excel,116.88,32,Vitória da Conquista,PIX,2,Concluído,2025-04-25
1424,SQL,625.84,38,Lauro de Freitas,PIX,2,Em andamento,2025-10-22
1425,Python,932.72,63,Lauro de Freitas,Cartão,2,Em andamento,2025-04-16
1426,Python,377.53,24,Salvador,Boleto,5,Cancelado,2025-01-21
1427,Python,801.42,52,Vitória da Conquista,Cartão,3,Em andamento,2025-04-28
1428,Excel,692.25,30,Vitória da Conquista,Cartão,4,Cancelado,2025-04-30
1429,Power BI,942.57,31,Vitória da Conquista,Cartão,2,Em andamento,2025-08-14
1430,Excel,210.7,42,Salvador,PIX,2,Concluído,2025-08-17
1431,SQL,494.59,30,Feira de Santana,PIX,5,Em andamento,2025-02-17
1432,Python,972.22,50,Lauro de Freitas,Boleto,5,Concluído,2025-04-18
1433,Python,208.22,49,Lauro de Freitas,PIX,3,Concluído,2025-04-18
1434,Python,986.54,50,Vitória da Conquista,PIX,3,Concluído,2025-08-22
1435,Power BI,114.43,42,Camaçari,PIX,1,Concluído,2025-06-08
1436,Python,852.78,45,Vitória da Conquista,Cartão,1,Em andamento,2025-07-19
1437,SQL,888.25,19,Vitória da Conquista,Boleto,3,Concluído,2025-05-08
1438,Excel,259.52,18,Feira de Santana,Boleto,2,Concluído,2025-08-29
1439,Java,785.96,21,Lauro de Freitas,Cartão,3,Concluído,2025-08-01
1440,Python,840.83,44,Feira de Santana,Cartão,5,Cancelado,2025-12-09
1441,Python,263.35,25,Feira de Santana,Cartão,4,Concluído,2025-07-26
1442,SQL,662.68,34,Lauro de Freitas,PIX,1,Em andamento,2025-06-19
1443,Python,125.55,48,Salvador,Boleto,2,Cancelado,2025-01-24
1444,Excel,585.43,56,Lauro de Freitas,Cartão,2,Concluído,2025-06-28
1445,Python,907.37,23,Camaçari,Cartão,1,Cancelado,2025-08-26
1446,Python,984.93,52,Camaçari,Cartão,5,Em andamento,2025-01-01
1447,Excel,380.19,48,Vitória da Conquista,Cartão,3,Em andamento,2025-07-07
1448,Python,961.11,60,Salvador,PIX,4,Em andamento,2025-10-20
1449,Python,276.56,32,Lauro de Freitas,Cartão,2,Concluído,2025-02-12
1450,Python,768.77,63,Camaçari,PIX,5,Concluído,2025-04-26
1451,Power BI,325.5,64,Vitória da Conquista,PIX,4,Em andamento,2025-09-24
1452,Excel,565.11,35,Feira de Santana,PIX,4,Concluído,2025-03-16
1453,Python,621.33,20,Camaçari,Boleto,1,Em andamento,2025-04-04
1454,SQL,112.79,58,Salvador,Cartão,2,Concluído,2025-01-06
1455,Power BI,614.78,48,Vitória da Conquista,Cartão,5,Concluído,2025-04-20
1456,Python,507.77,34,Lauro de Freitas,PIX,1,Em andamento,2025-12-02
1457,Python,791.56,39,Vitória da Conquista,Cartão,3,Concluído,2025-09-07
1458,Python,794.71,47,Salvador,Boleto,3,Em andamento,2025-05-15
1459,Excel,156.71,41,Camaçari,Boleto,1,Cancelado,2025-03-06
1460,Python,185.03,47,Salvador,Cartão,5,Em andamento,2025-03-06
1461,Python,885.88,37,Camaçari,PIX,5,Cancelado,2025-02-12
1462,Excel,969.56,50,Feira de Santana,PIX,5,Concluído,2025-12-15
1463,Python,299.57,19,Feira de Santana,Boleto,3,Concluído,2025-03-19
1464,Power BI,606.49,51,Lauro de Freitas,Cartão,5,Concluído,2025-04-28
1465,Python,724.23,51,Feira de Santana,PIX,2,Concluído,2025-03-26
1466,Excel,671.32,57,Feira de Santana,Boleto,2,Concluído,2025-11-09
1467,Python,481.51,30,Vitória da Conquista,Cartão,4,Concluído,2025-09-25
1468,Python,974.71,48,Camaçari,PIX,2,Em andamento,2025-06-03
1469,Python,100.22,34,Lauro de Freitas,Boleto,3,Concluído,2025-11-10
1470,Python,634.49,22,Salvador,PIX,2,Concluído,2025-03-24
1471,Python,788.03,33,Camaçari,Cartão,4,Concluído,2025-04-10
1472,Python,323.62,40,Salvador,Cartão,3,Concluído,2025-07-25
1473,Python,211.02,65,Lauro de Freitas,Boleto,2,Concluído,2025-03-14
1474,Python,704.91,38,Salvador,Boleto,1,Concluído,2025-09-26
1475,SQL,192.25,58,Lauro de Freitas,PIX,2,Em andamento,2025-06-02
1476,Excel,839.92,52,Lauro de Freitas,PIX,2,Concluído,2025-06-24
1477,Power BI,887.61,20,Camaçari,PIX,1,Concluído,2025-08-07
1478,Python,626.38,63,Camaçari,PIX,2,Concluído,2025-02-15
1479,Python,997.74,56,Lauro de Freitas,PIX,2,Em andamento,2025-12-07
1480,Python,544.98,62,Camaçari,PIX,1,Concluído,2025-05-24
1481,SQL,857.99,64,Vitória da Conquista,PIX,5,Concluído,2025-12-08
1482,Excel,852.57,40,Salvador,Cartão,1,Em andamento,2025-09-06
1483,Python,318.37,49,Feira de Santana,Boleto,4,Em andamento,2025-02-23
1484,Power BI,997.47,63,Camaçari,Boleto,5,Em andamento,2025-07-12
1485,SQL,645.87,60,Camaçari,Cartão,5,Concluído,2025-11-26
1486,Excel,958.56,54,Salvador,Cartão,2,Concluído,2025-12-11
1487,Python,738.27,56,Camaçari,PIX,1,Concluído,2025-08-14
1488,Excel,866.91,54,Lauro de Freitas,Cartão,4,Em andamento,2025-11-18
1489,Python,769.85,45,Salvador,Cartão,5,Concluído,2025-11-19
1490,Excel,951.25,24,Vitória da Conquista,PIX,1,Em andamento,2025-05-10
1491,Excel,422.63,61,Vitória da Conquista,PIX,2,Concluído,2025-01-25
1492,Excel,391.96,62,Vitória da Conquista,Cartão,2,Concluído,2025-10-08
1493,Excel,683.36,65,Camaçari,PIX,2,Em andamento,2025-02-15
1494,Python,400.29,57,Lauro de Freitas,Boleto,2,Concluído,2025-06-06
1495,Power BI,191.07,64,Salvador,Boleto,4,Concluído,2025-09-12
1496,Excel,675.43,42,Feira de Santana,PIX,4,Concluído,2025-08-13
1497,Excel,906.1,28,Feira de Santana,PIX,1,Concluído,2025-10-25
1498,Python,379.37,50,Lauro de Freitas,PIX,5,Concluído,2025-07-23
1499,Python,656.52,22,Feira de Santana,Cartão,1,Em andamento,2025-12-06
1500,Excel,464.07,34,Feira de Santana,Boleto,3,Concluído,2025-07-23
1501,SQL,219.63,42,Salvador,Boleto,3,Concluído,2025-02-12
1502,Java,391.35,32,Camaçari,Cartão,2,Concluído,2025-12-08
1503,Excel,993.31,19,Camaçari,Cartão,2,Concluído,2025-04-26
1504,Python,496.22,31,Feira de Santana,Cartão,3,Concluído,2025-01-11
1505,SQL,871.68,48,Camaçari,PIX,5,Concluído,2025-10-18
1506,SQL,272.92,29,Lauro de Freitas,Boleto,4,Concluído,2025-07-18
1507,SQL,772.01,63,Vitória da Conquista,PIX,4,Concluído,2025-05-01
1508,Python,388.04,40,Salvador,Boleto,2,Concluído,2025-12-26
1509,Excel,322.11,52,Lauro de Freitas,Cartão,1,Cancelado,2025-09-17
1510,Power BI,737.42,52,Vitória da Conquista,Cartão,5,Concluído,2025-06-28
1511,SQL,745.71,59,Lauro de Freitas,Cartão,4,Concluído,2025-01-28
1512,Python,514.11,46,Camaçari,Boleto,4,Concluído,2025-03-29
1513,Excel,119.8,46,Lauro de Freitas,Boleto,1,Em andamento,2025-09-02
1514,Power BI,880.72,27,Salvador,Boleto,3,Concluído,2025-05-22
1515,Excel,612.68,64,Salvador,Boleto,5,Concluído,2025-12-27
1516,Excel,787.83,26,Camaçari,Cartão,4,Concluído,2025-12-23
1517,SQL,707.1,39,Feira de Santana,Boleto,5,Cancelado,2025-03-15
1518,Python,789.57,61,Lauro de Freitas,PIX,1,Cancelado,2025-01-28
1519,Python,740.8,40,Lauro de Freitas,Cartão,1,Concluído,2025-09-29
1520,Power BI,472.24,28,Feira de Santana,Cartão,5,Em andamento,2025-04-02
1521,Python,852.07,19,Camaçari,Boleto,1,Concluído,2025-02-18
1522,Python,951.43,54,Camaçari,PIX,4,Em andamento,2025-03-12
1523,Power BI,862.44,29,Salvador,PIX,3,Concluído,2025-08-09
1524,Java,891.06,49,Salvador,Cartão,3,Concluído,2025-04-27
1525,SQL,415.98,59,Salvador,PIX,4,Em andamento,2025-09-26
1526,Python,331.89,56,Salvador,Boleto,1,Em andamento,2025-02-18
1527,Java,251.56,51,Salvador,Cartão,3,Concluído,2025-01-15
1528,Python,819.93,54,Lauro de Freitas,PIX,1,Cancelado,2025-04-07
1529,Python,672.73,49,Feira de Santana,Boleto,2,Cancelado,2025-02-19
1530,Python,884.79,27,Lauro de Freitas,PIX,5,Concluído,2025-08-14
1531,Excel,735.63,29,Lauro de Freitas,Cartão,4,Concluído,2025-01-20
1532,Python,941.66,25,Vitória da Conquista,PIX,1,Concluído,2025-04-03
1533,Excel,631.0,28,Salvador,PIX,2,Concluído,2025-11-10
1534,Python,927.9,47,Lauro de Freitas,PIX,4,Cancelado,2025-12-09
1535,Python,598.92,39,Feira de Santana,PIX,2,Concluído,2025-09-09
1536,Excel,269.41,43,Salvador,PIX,1,Cancelado,2025-09-03
1537,Python,829.72,60,Lauro de Freitas,Cartão,5,Concluído,2025-12-02
1538,Power BI,388.4,51,Lauro de Freitas,Boleto,5,Concluído,2025-10-07
1539,Python,678.78,36,Vitória da Conquista,Cartão,4,Em andamento,2025-05-30
1540,Python,949.72,45,Camaçari,PIX,4,Concluído,2025-01-13
1541,Power BI,542.02,38,Lauro de Freitas,PIX,5,Concluído,2025-09-12
1542,Python,992.96,36,Salvador,Boleto,1,Concluído,2025-02-15
1543,Python,376.31,55,Lauro de Freitas,Boleto,2,Concluído,2025-01-25
1544,Excel,580.76,21,Vitória da Conquista,PIX,2,Concluído,2025-10-03
1545,Python,147.09,61,Camaçari,Boleto,5,Concluído,2025-04-02
1546,Python,557.77,61,Salvador,Cartão,1,Concluído,2025-04-06
1547,SQL,903.02,63,Vitória da Conquista,Cartão,2,Concluído,2025-10-20
1548,Python,676.28,18,Salvador,PIX,2,Cancelado,2025-03-01
1549,Power BI,931.78,18,Feira de Santana,Boleto,3,Cancelado,2025-07-19
1550,Python,843.81,41,Camaçari,Cartão,2,Concluído,2025-05-07
1551,Python,659.49,34,Camaçari,Boleto,5,Em andamento,2025-11-17
1552,C#,378.67,59,Vitória da Conquista,PIX,1,Concluído,2025-07-31
1553,Power BI,439.32,30,Camaçari,PIX,5,Concluído,2025-12-21
1554,Python,455.82,62,Camaçari,Cartão,2,Concluído,2025-02-28
1555,Excel,203.65,49,Salvador,Cartão,5,Concluído,2025-05-12
1556,Excel,959.69,63,Camaçari,PIX,5,Concluído,2025-10-19
1557,Excel,335.25,25,Camaçari,Cartão,1,Concluído,2025-09-12
1558,Excel,280.61,51,Salvador,PIX,4,Concluído,2025-04-28
1559,Python,134.13,42,Feira de Santana,Cartão,1,Concluído,2025-11-12
1560,Python,433.71,65,Feira de Santana,PIX,5,Em andamento,2025-12-06
1561,Python,940.15,30,Feira de Santana,Boleto,3,Concluído,2025-01-08
1562,Power BI,953.63,39,Vitória da Conquista,Cartão,3,Concluído,2025-11-26
1563,SQL,150.69,42,Feira de Santana,PIX,5,Concluído,2025-04-05
1564,Python,664.39,39,Camaçari,Cartão,4,Concluído,2025-05-06
1565,Excel,641.39,36,Lauro de Freitas,Cartão,2,Concluído,2025-06-12
1566,Python,150.94,61,Salvador,PIX,5,Concluído,2025-11-13
1567,Excel,748.33,64,Vitória da Conquista,PIX,1,Concluído,2025-02-23
1568,Excel,715.78,18,Camaçari,Cartão,5,Concluído,2025-07-18
1569,Python,791.73,25,Feira de Santana,Boleto,1,Concluído,2025-02-07
1570,Python,117.71,48,Lauro de Freitas,Boleto,4,Concluído,2025-11-12
1571,Python,447.99,65,Feira de Santana,Boleto,4,Concluído,2025-06-26
1572,Python,982.02,58,Camaçari,PIX,2,Concluído,2025-07-04
1573,Python,301.36,36,Feira de Santana,PIX,3,Em andamento,2025-07-08
1574,Excel,765.91,45,Vitória da Conquista,Cartão,1,Concluído,2025-12-30
1575,Python,891.72,32,Camaçari,Cartão,3,Concluído,2025-07-27
1576,Python,478.93,44,Camaçari,Boleto,4,Concluído,2025-07-18
1577,Python,517.07,39,Vitória da Conquista,Boleto,4,Concluído,2025-09-29
1578,Python,285.22,31,Feira de Santana,Boleto,2,Cancelado,2025-12-04
1579,Python,805.61,41,Camaçari,Boleto,4,Concluído,2025-06-07
1580,Python,292.06,27,Camaçari,Cartão,5,Em andamento,2025-06-03
1581,Python,914.11,57,Camaçari,Cartão,2,Concluído,2025-10-10
1582,SQL,900.83,60,Camaçari,Boleto,4,Concluído,2025-08-15
1583,SQL,121.35,31,Camaçari,Boleto,2,Concluído,2025-12-15
1584,SQL,606.93,27,Camaçari,Boleto,2,Concluído,2025-06-12
1585,Excel,521.62,65,Feira de Santana,PIX,3,Concluído,2025-11-10
1586,Python,577.43,58,Salvador,Boleto,1,Em andamento,2025-02-13
1587,Python,119.22,21,Vitória da Conquista,Cartão,3,Cancelado,2025-07-02
1588,Python,282.61,27,Feira de Santana,PIX,1,Concluído,2025-06-11
1589,Excel,625.0,46,Camaçari,PIX,2,Concluído,2025-02-21
1590,Power BI,822.0,28,Feira de Santana,Cartão,4,Concluído,2025-11-13
1591,Excel,468.61,53,Lauro de Freitas,Boleto,4,Em andamento,2025-05-24
1592,Power BI,720.87,33,Salvador,Boleto,2,Cancelado,2025-02-19
1593,Python,780.01,26,Camaçari,PIX,4,Concluído,2025-01-11
1594,Python,627.46,41,Camaçari,Boleto,5,Concluído,2025-01-11
1595,Python,973.17,60,Lauro de Freitas,PIX,3,Cancelado,2025-07-09
1596,Python,161.9,26,Lauro de Freitas,PIX,4,Cancelado,2025-02-26
1597,Power BI,993.51,60,Feira de Santana,Boleto,3,Concluído,2025-02-12
1598,Python,419.14,49,Salvador,Boleto,5,Concluído,2025-03-28
1599,Excel,428.59,34,Feira de Santana,Boleto,3,Cancelado,2025-01-13
1600,Excel,540.55,28,Salvador,Boleto,2,Em andamento,2025-05-15
1601,Excel,503.94,45,Vitória da Conquista,Cartão,3,Em andamento,2025-12-03
1602,Power BI,512.18,23,Vitória da Conquista,Boleto,1,Concluído,2025-11-16
1603,Power BI,109.51,54,Salvador,PIX,4,Concluído,2025-08-29
1604,Python,441.92,20,Vitória da Conquista,Boleto,4,Concluído,2025-09-20
1605,Power BI,868.16,45,Camaçari,Boleto,3,Concluído,2025-06-27
1606,Python,747.11,53,Feira de Santana,PIX,3,Concluído,2025-08-19
1607,Power BI,926.8,23,Vitória da Conquista,Boleto,1,Concluído,2025-03-07
1608,Java,825.5,24,Feira de Santana,Cartão,2,Concluído,2025-03-20
1609,Python,614.62,33,Salvador,Cartão,1,Em andamento,2025-06-24
1610,Excel,883.04,57,Salvador,Cartão,5,Concluído,2025-08-24
1611,Excel,667.8,39,Salvador,Boleto,1,Concluído,2025-03-13
1612,Power BI,279.47,65,Salvador,Cartão,1,Em andamento,2025-02-16
1613,Python,103.36,61,Feira de Santana,Cartão,1,Em andamento,2025-07-18
1614,Python,388.26,51,Feira de Santana,PIX,2,Em andamento,2025-09-11
1615,Python,644.81,29,Camaçari,PIX,5,Em andamento,2025-02-01
1616,Python,498.16,50,Salvador,Cartão,2,Cancelado,2025-05-15
1617,Python,229.4,52,Lauro de Freitas,Cartão,1,Em andamento,2025-02-08
1618,Python,269.28,38,Feira de Santana,Cartão,4,Concluído,2025-10-31
1619,Python,366.95,44,Lauro de Freitas,Boleto,3,Concluído,2025-05-09
1620,Excel,841.92,65,Feira de Santana,Boleto,1,Em andamento,2025-12-16
1621,Excel,326.4,28,Salvador,Cartão,1,Concluído,2025-01-31
1622,SQL,657.76,45,Salvador,Boleto,4,Concluído,2025-12-12
1623,Power BI,179.31,55,Vitória da Conquista,Boleto,5,Em andamento,2025-02-03
1624,Python,612.18,64,Vitória da Conquista,PIX,3,Em andamento,2025-09-03
1625,Python,433.3,37,Camaçari,PIX,5,Cancelado,2025-04-08
1626,SQL,305.2,28,Salvador,Boleto,3,Concluído,2025-08-25
1627,Excel,391.83,43,Camaçari,PIX,4,Concluído,2025-07-17
1628,Power BI,477.54,19,Feira de Santana,PIX,4,Cancelado,2025-11-20
1629,Excel,234.35,41,Salvador,PIX,2,Concluído,2025-04-05
1630,Excel,295.19,19,Camaçari,PIX,2,Concluído,2025-04-12
1631,Python,119.41,43,Feira de Santana,PIX,5,Concluído,2025-04-08
1632,Excel,537.78,64,Camaçari,PIX,4,Cancelado,2025-03-23
1633,Excel,538.51,60,Salvador,PIX,1,Concluído,2025-06-15
1634,Excel,735.32,56,Vitória da Conquista,Cartão,2,Concluído,2025-09-11
1635,Excel,823.16,44,Camaçari,Cartão,3,Concluído,2025-06-23
1636,Power BI,667.31,61,Lauro de Freitas,PIX,5,Concluído,2025-03-08
1637,Power BI,576.57,39,Vitória da Conquista,Boleto,2,Concluído,2025-08-31
1638,Python,156.71,46,Vitória da Conquista,PIX,2,Concluído,2025-06-17
1639,Power BI,719.35,38,Camaçari,PIX,5,Concluído,2025-06-19
1640,Python,728.4,26,Vitória da Conquista,Boleto,5,Cancelado,2025-04-28
1641,Excel,737.19,57,Feira de Santana,Cartão,4,Concluído,2025-01-10
1642,Python,382.01,24,Camaçari,Cartão,5,Concluído,2025-09-28
1643,Excel,541.75,56,Vitória da Conquista,Cartão,4,Concluído,2025-04-09
1644,Excel,812.05,35,Feira de Santana,PIX,1,Concluído,2025-04-25
1645,Power BI,669.66,38,Vitória da Conquista,Boleto,4,Concluído,2025-05-20
1646,Python,960.9,49,Vitória da Conquista,Boleto,5,Concluído,2025-11-27
1647,Power BI,269.28,56,Lauro de Freitas,Cartão,3,Em andamento,2025-04-10
1648,Python,571.05,50,Vitória da Conquista,Cartão,4,Concluído,2025-01-06
1649,Excel,368.26,31,Feira de Santana,PIX,1,Concluído,2025-11-26
1650,Excel,786.04,23,Vitória da Conquista,PIX,2,Concluído,2025-07-15
1651,Excel,599.64,56,Camaçari,PIX,1,Cancelado,2025-08-22
1652,Excel,348.25,63,Lauro de Freitas,PIX,3,Concluído,2025-03-07
1653,Java,390.42,19,Salvador,Cartão,3,Concluído,2025-07-08
1654,Python,227.48,64,Camaçari,Boleto,1,Concluído,2025-11-27
1655,Python,391.4,29,Vitória da Conquista,Boleto,1,Concluído,2025-06-15
1656,Python,608.96,54,Salvador,Boleto,1,Em andamento,2026-01-01
1657,SQL,218.58,22,Salvador,Cartão,2,Concluído,2025-03-25
1658,Python,946.01,33,Salvador,PIX,3,Concluído,2025-07-31
1659,Python,409.12,22,Camaçari,PIX,5,Concluído,2025-08-02
1660,Excel,677.54,43,Feira de Santana,Boleto,1,Em andamento,2025-08-18
1661,Power BI,243.05,34,Feira de Santana,Cartão,1,Concluído,2025-10-13
1662,Excel,121.7,59,Feira de Santana,PIX,1,Concluído,2025-04-30
1663,Python,954.87,26,Lauro de Freitas,PIX,3,Concluído,2025-11-21
1664,SQL,703.14,19,Lauro de Freitas,PIX,4,Concluído,2026-01-01
1665,Excel,727.31,53,Salvador,Cartão,2,Concluído,2025-04-17
1666,Python,306.46,49,Salvador,PIX,1,Concluído,2025-07-08
1667,Python,558.13,28,Camaçari,Cartão,2,Concluído,2025-11-18
1668,SQL,769.73,36,Vitória da Conquista,Boleto,3,Concluído,2025-03-23
1669,Python,851.24,56,Vitória da Conquista,PIX,2,Concluído,2025-05-14
1670,Java,453.27,59,Vitória da Conquista,PIX,1,Concluído,2025-11-30
1671,Power BI,704.56,43,Feira de Santana,Cartão,1,Concluído,2025-02-24
1672,Python,768.43,31,Feira de Santana,Boleto,3,Em andamento,2025-12-12
1673,Python,292.81,55,Vitória da Conquista,PIX,4,Concluído,2025-11-17
1674,Python,306.73,34,Feira de Santana,Boleto,1,Concluído,2025-04-21
1675,Excel,846.53,39,Feira de Santana,PIX,4,Em andamento,2025-08-23
1676,Power BI,985.71,56,Feira de Santana,PIX,4,Concluído,2025-05-27
1677,Python,815.4,60,Feira de Santana,Cartão,5,Concluído,2025-01-01
1678,Python,867.31,57,Salvador,Cartão,3,Cancelado,2025-06-05
1679,Python,500.45,64,Lauro de Freitas,Cartão,1,Concluído,2025-04-21
1680,Python,681.09,45,Vitória da Conquista,Cartão,3,Concluído,2025-01-12
1681,Excel,367.62,20,Salvador,PIX,2,Concluído,2025-04-15
1682,Python,208.19,58,Salvador,PIX,2,Concluído,2025-02-14
1683,Python,752.23,47,Lauro de Freitas,Boleto,5,Concluído,2025-01-12
1684,Java,732.49,48,Salvador,Boleto,2,Concluído,2025-07-23
1685,Power BI,710.12,19,Salvador,PIX,4,Em andamento,2025-07-31
