id_pedido,data_pedido,categoria,produto,preco_unitario,quantidade,desconto,valor_total,cidade,forma_pagamento,status_pedido,avaliacao_cliente
683,2025-02-12,Games,Headset,1876.07,4,0.24,5703.25,Fortaleza,Cartão de Crédito,Entregue,2
684,2025-06-01,Escritório,Cadeira,3144.39,4,0.22,9810.5,Fortaleza,Cartão de Crédito,Entregue,3
685,2025-06-15,Escritório,Mesa,1422.86,5,0.29,5051.15,Belo Horizonte,Cartão de Débito,Entregue,5
686,2025-01-12,Smartphones,iPhone,5216.62,5,0.19,21127.31,Fortaleza,Cartão de Crédito,Devolvido,1
687,2025-03-10,Informática,Mouse,2818.17,3,0.14,7270.88,Belo Horizonte,Cartão de Crédito,Entregue,2
688,2025-12-05,Escritório,Cadeira,3884.23,5,0.2,15536.92,Recife,Cartão de Débito,Entregue,3
689,2025-02-15,Smartphones,Moto G,804.04,2,0.15,1366.87,Fortaleza,Cartão de Crédito,Em Transporte,1
690,2025-09-12,Games,Controle,518.38,1,0.25,388.78,Belo Horizonte,PIX,Entregue,3
691,2025-12-11,Escritório,Mesa,5034.0,2,0.13,8759.16,Fortaleza,Cartão de Débito,Entregue,3
692,2025-04-10,Informática,Mouse,158.08,4,0.19,512.18,Rio de Janeiro,Boleto,Entregue,1
693,2025-04-08,Informática,Mouse,1253.51,1,0.3,877.46,Recife,Boleto,Entregue,4
694,2025-06-04,Informática,Monitor,70.56,1,0.08,64.92,São Paulo,Cartão de Débito,Entregue,3
695,2025-09-27,Casa,Micro-ondas,6079.94,2,0.2,9727.9,Fortaleza,Cartão de Débito,Entregue,1
696,2025-03-24,Informática,Teclado,3918.37,1,0.13,3408.98,Curitiba,Boleto,Entregue,2
697,2025-09-03,Games,Headset,2527.09,1,0.07,2350.19,Salvador,Boleto,Entregue,2
698,2025-06-04,Escritório,Mesa,3791.21,4,0.13,13193.41,Recife,PIX,Em Transporte,2
699,2025-05-26,Escritório,Impressora,6157.01,5,0.21,24320.19,Belo Horizonte,Boleto,Entregue,2
700,2025-08-27,Informática,Monitor,2355.0,4,0.15,8007.0,Fortaleza,Cartão de Débito,Em Transporte,2
701,2025-06-01,Games,Headset,1854.85,5,0.1,8346.83,Curitiba,Cartão de Crédito,Entregue,5
702,2025-06-30,Smartphones,Poco,5739.27,2,0.19,9297.62,Rio de Janeiro,PIX,Entregue,2
703,2025-09-07,Smartphones,Moto G,3626.84,4,0.1,13056.62,Rio de Janeiro,PIX,Cancelado,1
704,2025-04-07,Escritório,Notebook Stand,3091.53,5,0.07,14375.61,Belo Horizonte,PIX,Entregue,5
705,2025-11-01,Casa,Cafeteira,1366.75,5,0.23,5261.99,Fortaleza,Cartão de Débito,Entregue,4
706,2025-07-26,Casa,Micro-ondas,4889.99,5,0.16,20537.96,Salvador,Cartão de Débito,Entregue,1
707,2025-10-18,Escritório,Mesa,6444.77,4,0.1,23201.17,Belo Horizonte,PIX,Entregue,2
708,2025-12-16,Informática,SSD,6161.27,5,0.25,23104.76,Belo Horizonte,Cartão de Crédito,Entregue,1
709,2025-01-23,Informática,Notebook,966.76,1,0.29,686.4,Curitiba,Boleto,Entregue,1
710,2025-03-28,Escritório,Cadeira,6123.91,4,0.22,19106.6,Porto Alegre,PIX,Cancelado,4
711,2025-05-30,Escritório,Impressora,6049.28,5,0.23,23289.73,Belo Horizonte,Cartão de Crédito,Entregue,2
712,2025-09-19,Casa,Micro-ondas,4937.91,3,0.02,14517.46,Belo Horizonte,PIX,Entregue,3
713,2025-06-21,Informática,Monitor,335.43,2,0.19,543.4,Belo Horizonte,Boleto,Entregue,2
714,2025-11-24,Casa,Cafeteira,6128.53,4,0.05,23288.41,Curitiba,PIX,Em Transporte,3
715,2025-01-14,Smartphones,Redmi,356.46,3,0.26,791.34,Rio de Janeiro,Cartão de Débito,Entregue,4
716,2025-05-25,Games,Xbox Series,3672.36,5,0.01,18178.18,Curitiba,Cartão de Débito,Entregue,3
717,2025-09-10,Smartphones,iPhone,757.64,3,0.19,1841.07,Recife,Cartão de Crédito,Entregue,3
718,2025-12-24,Smartphones,Moto G,6861.63,5,0.1,30877.34,Belo Horizonte,PIX,Entregue,3
719,2025-12-09,Games,Nintendo Switch,3700.67,4,0.25,11102.01,São Paulo,Cartão de Débito,Entregue,1
720,2025-11-20,Informática,SSD,5084.58,3,0.2,12202.99,Porto Alegre,Cartão de Débito,Devolvido,4
721,2025-10-17,Informática,SSD,5204.7,2,0.29,7390.67,Curitiba,PIX,Entregue,4
722,2025-10-23,Informática,Teclado,3419.06,4,0.09,12445.38,Recife,Cartão de Crédito,Entregue,4
723,2025-01-29,Smartphones,iPhone,2387.84,3,0.07,6662.07,Belo Horizonte,Cartão de Crédito,Entregue,3
724,2025-11-18,Informática,Notebook,4937.3,4,0.15,16786.82,Curitiba,Cartão de Crédito,Entregue,2
725,2025-05-18,Casa,Micro-ondas,6590.23,3,0.12,17398.21,São Paulo,Boleto,Entregue,3
726,2025-06-12,Smartphones,Redmi,2934.23,1,0.24,2230.01,Porto Alegre,PIX,Entregue,3
727,2025-10-28,Games,Nintendo Switch,2119.0,1,0.24,1610.44,São Paulo,Cartão de Crédito,Entregue,1
728,2025-07-24,Casa,Liquidificador,6395.03,2,0.12,11255.25,Curitiba,Cartão de Crédito,Entregue,3
729,2025-08-28,Casa,Ventilador,636.7,4,0.11,2266.65,Belo Horizonte,Cartão de Crédito,Em Transporte,1
730,2025-12-23,Casa,Micro-ondas,4434.73,2,0.01,8780.77,São Paulo,Boleto,Entregue,1
731,2025-09-01,Smartphones,iPhone,1403.71,1,0.18,1151.04,Recife,PIX,Entregue,3
732,2025-08-30,Casa,Ventilador,4913.39,4,0.15,16705.53,Porto Alegre,Cartão de Débito,Entregue,4
733,2025-04-17,Casa,Micro-ondas,706.25,5,0.04,3390.0,Porto Alegre,Cartão de Débito,Entregue,1
734,2025-07-26,Informática,Notebook,223.81,5,0.25,839.29,Belo Horizonte,Cartão de Débito,Entregue,5
735,2025-04-16,Smartphones,Poco,6177.12,4,0.05,23473.06,Porto Alegre,PIX,Entregue,1
736,2025-08-06,Informática,Mouse,1853.18,4,0.2,5930.18,Belo Horizonte,Cartão de Débito,Entregue,1
737,2025-01-05,Casa,Liquidificador,7870.15,3,0.14,20304.99,Salvador,Boleto,Em Transporte,5
738,2025-02-27,Escritório,Mesa,5885.19,3,0.03,17125.9,Rio de Janeiro,PIX,Entregue,2
739,2025-11-26,Escritório,Notebook Stand,2677.24,5,0.27,9771.93,São Paulo,PIX,Entregue,1
740,2025-11-25,Escritório,Webcam,2646.95,2,0.19,4288.06,Curitiba,Cartão de Crédito,Entregue,3
741,2025-03-26,Smartphones,iPhone,4509.52,4,0.05,17136.18,Rio de Janeiro,Cartão de Débito,Entregue,5
742,2025-02-21,Casa,Cafeteira,4987.26,4,0.26,14762.29,Rio de Janeiro,Boleto,Entregue,4
743,2025-09-24,Casa,Liquidificador,7898.91,2,0.08,14533.99,Salvador,PIX,Entregue,2
744,2025-11-07,Informática,SSD,7033.67,1,0.12,6189.63,São Paulo,Cartão de Débito,Em Transporte,5
745,2025-06-19,Escritório,Webcam,2041.41,2,0.09,3715.37,Fortaleza,Cartão de Débito,Entregue,1
746,2025-06-12,Games,Nintendo Switch,174.52,5,0.28,628.27,Curitiba,Cartão de Crédito,Cancelado,5
747,2025-08-25,Informática,Monitor,3064.7,4,0.04,11768.45,Rio de Janeiro,PIX,Entregue,3
748,2025-07-22,Games,Nintendo Switch,1010.04,4,0.19,3272.53,Curitiba,PIX,Devolvido,1
749,2025-12-16,Escritório,Webcam,3746.37,1,0.2,2997.1,Rio de Janeiro,Cartão de Crédito,Em Transporte,1
750,2025-04-22,Informática,Notebook,1127.96,4,0.01,4466.72,Fortaleza,Cartão de Débito,Entregue,3
751,2025-10-17,Escritório,Notebook Stand,2889.79,1,0.19,2340.73,São Paulo,PIX,Em Transporte,3
752,2025-07-15,Informática,SSD,7678.16,5,0.14,33016.09,Salvador,Cartão de Débito,Entregue,5
753,2025-12-19,Informática,Monitor,765.62,5,0.01,3789.82,Salvador,Boleto,Em Transporte,2
754,2025-09-29,Smartphones,iPhone,4210.64,3,0.15,10737.13,São Paulo,Boleto,Entregue,2
755,2025-10-04,Smartphones,Galaxy,7387.96,2,0.19,11968.5,Rio de Janeiro,PIX,Entregue,1
756,2025-02-22,Games,Controle,5251.34,5,0.16,22055.63,Rio de Janeiro,Boleto,Devolvido,2
757,2025-06-27,Games,Headset,7770.73,4,0.25,23312.19,Porto Alegre,PIX,Entregue,3
758,2025-12-08,Escritório,Notebook Stand,7745.17,4,0.04,29741.45,Fortaleza,Boleto,Entregue,4
759,2025-02-16,Casa,Cafeteira,5596.74,3,0.02,16454.42,Salvador,Cartão de Crédito,Em Transporte,3
760,2025-05-11,Escritório,Notebook Stand,2650.5,3,0.26,5884.11,Belo Horizonte,Cartão de Débito,Em Transporte,3
761,2025-01-28,Casa,Ventilador,965.84,5,0.21,3815.07,Curitiba,Cartão de Débito,Entregue,3
762,2025-02-23,Escritório,Impressora,177.14,3,0.27,387.94,Rio de Janeiro,Cartão de Crédito,Entregue,4
763,2025-03-17,Casa,Micro-ondas,1359.2,1,0.18,1114.54,Rio de Janeiro,PIX,Em Transporte,2
764,2025-09-08,Games,Headset,6352.54,5,0.02,31127.45,Salvador,Cartão de Débito,Entregue,5
765,2025-12-01,Informática,Monitor,7000.72,2,0.19,11341.17,Rio de Janeiro,Cartão de Crédito,Entregue,3
766,2025-07-30,Escritório,Notebook Stand,7341.62,5,0.29,26062.75,Curitiba,Cartão de Crédito,Entregue,5
767,2025-07-18,Casa,Liquidificador,334.65,2,0.02,655.91,Curitiba,PIX,Entregue,3
768,2025-08-25,Smartphones,Galaxy,1314.75,1,0.03,1275.31,Curitiba,Boleto,Entregue,2
769,2025-06-30,Informática,Notebook,6419.4,1,0.07,5970.04,Porto Alegre,PIX,Em Transporte,5
770,2025-07-31,Informática,Teclado,2961.73,1,0.03,2872.88,Curitiba,Boleto,Entregue,2
771,2025-05-21,Casa,Ventilador,2910.25,4,0.28,8381.52,São Paulo,Cartão de Débito,Entregue,5
772,2025-03-04,Games,Xbox Series,5200.83,5,0.24,19763.15,Rio de Janeiro,PIX,Entregue,4
773,2025-12-28,Casa,Ventilador,7156.51,3,0.23,16531.54,Salvador,Boleto,Entregue,1
774,2025-10-23,Escritório,Cadeira,5192.9,5,0.25,19473.38,Porto Alegre,Boleto,Entregue,4
775,2025-07-12,Escritório,Impressora,5239.02,1,0.12,4610.34,Salvador,Cartão de Débito,Devolvido,2
776,2025-01-25,Informática,Mouse,2853.42,2,0.29,4051.86,Rio de Janeiro,Cartão de Débito,Entregue,5
777,2025-02-21,Escritório,Cadeira,1671.89,3,0.13,4363.63,Salvador,Cartão de Débito,Entregue,1
778,2025-04-03,Smartphones,Galaxy,3824.95,4,0.24,11627.85,Porto Alegre,Boleto,Em Transporte,2
779,2025-03-16,Informática,Teclado,373.85,1,0.19,302.82,Belo Horizonte,Cartão de Crédito,Entregue,5
780,2025-06-17,Escritório,Notebook Stand,1330.68,4,0.21,4204.95,Rio de Janeiro,PIX,Entregue,4
781,2025-06-21,Escritório,Cadeira,2751.09,4,0.11,9793.88,Porto Alegre,Cartão de Débito,Entregue,3
782,2025-02-15,Informática,Mouse,7956.38,2,0.15,13525.85,São Paulo,Cartão de Débito,Entregue,5
783,2025-09-08,Informática,Monitor,3052.96,5,0.04,14654.21,São Paulo,Cartão de Crédito,Em Transporte,4
784,2025-07-05,Games,PS5,2714.42,3,0.29,5781.71,Salvador,Cartão de Crédito,Devolvido,4
785,2025-11-12,Escritório,Webcam,3411.03,4,0.0,13644.12,Recife,Cartão de Débito,Entregue,3
786,2025-07-28,Informática,Monitor,2737.63,3,0.2,6570.31,Fortaleza,Cartão de Crédito,Em Transporte,3
787,2025-05-11,Informática,Teclado,4643.34,3,0.16,11701.22,Salvador,PIX,Cancelado,2
788,2025-07-08,Games,PS5,6591.64,4,0.25,19774.92,Salvador,Cartão de Débito,Entregue,4
789,2025-09-16,Escritório,Impressora,5441.39,2,0.09,9903.33,Salvador,Cartão de Débito,Entregue,2
790,2025-01-21,Casa,Micro-ondas,715.75,2,0.27,1044.99,Belo Horizonte,Cartão de Débito,Entregue,1
791,2025-07-07,Games,Controle,7525.68,4,0.22,23480.12,Belo Horizonte,PIX,Entregue,3
792,2025-09-23,Casa,Liquidificador,3659.47,5,0.24,13905.99,Salvador,Cartão de Crédito,Entregue,3
793,2025-04-05,Escritório,Notebook Stand,4307.93,1,0.01,4264.85,São Paulo,Cartão de Débito,Entregue,4
794,2025-10-09,Escritório,Cadeira,3351.54,3,0.22,7842.6,São Paulo,Cartão de Débito,Entregue,5
795,2025-03-05,Casa,Ventilador,1026.01,5,0.22,4001.44,Curitiba,Boleto,Entregue,2
796,2025-04-29,Games,Controle,1072.47,3,0.08,2960.02,Curitiba,Boleto,Em Transporte,4
797,2025-11-15,Escritório,Impressora,4422.88,4,0.14,15214.71,Salvador,Cartão de Crédito,Entregue,1
798,2025-11-20,Games,Xbox Series,1390.7,4,0.01,5507.17,Fortaleza,PIX,Entregue,1
799,2025-01-23,Smartphones,Galaxy,3007.52,4,0.18,9864.67,Porto Alegre,PIX,Entregue,1
800,2025-10-28,Smartphones,Moto G,878.15,5,0.0,4390.75,Salvador,Cartão de Débito,Entregue,4
801,2025-09-04,Casa,Liquidificador,7271.96,3,0.19,17670.86,Rio de Janeiro,Boleto,Entregue,4
802,2025-07-18,Escritório,Impressora,7892.58,3,0.01,23440.96,Salvador,Cartão de Débito,Devolvido,1
803,2025-12-04,Informática,Monitor,7073.31,3,0.18,17400.34,Rio de Janeiro,Cartão de Débito,Cancelado,3
804,2025-04-08,Smartphones,Redmi,4126.21,4,0.27,12048.53,São Paulo,PIX,Em Transporte,4
805,2025-12-29,Informática,Mouse,4798.5,1,0.17,3982.75,Recife,Boleto,Cancelado,5
806,2025-10-01,Informática,Notebook,5890.16,1,0.3,4123.11,Recife,PIX,Entregue,2
807,2025-02-09,Casa,Liquidificador,3009.51,1,0.29,2136.75,Fortaleza,PIX,Entregue,2
808,2025-06-22,Escritório,Impressora,5236.7,3,0.09,14296.19,Fortaleza,PIX,Entregue,5
809,2025-10-01,Informática,SSD,3742.27,3,0.16,9430.52,Recife,Cartão de Débito,Entregue,1
810,2025-02-19,Games,Controle,1959.01,5,0.13,8521.69,São Paulo,Cartão de Débito,Em Transporte,1
811,2025-03-07,Escritório,Notebook Stand,6568.79,3,0.3,13794.46,Fortaleza,Cartão de Débito,Entregue,1
812,2025-02-28,Games,Xbox Series,3489.55,1,0.12,3070.8,Salvador,Boleto,Entregue,2
813,2025-02-26,Informática,Teclado,6505.63,3,0.21,15418.34,Curitiba,PIX,Entregue,5
814,2025-10-26,Informática,Mouse,5067.28,2,0.14,8715.72,Porto Alegre,Boleto,Entregue,2
815,2025-06-10,Casa,Cafeteira,7829.04,1,0.28,5636.91,Recife,Boleto,Entregue,5
816,2025-03-15,Escritório,Mesa,2581.49,4,0.26,7641.21,Rio de Janeiro,Cartão de Débito,Entregue,4
817,2025-08-05,Games,PS5,1140.26,4,0.05,4332.99,São Paulo,Boleto,Entregue,1
818,2025-01-17,Casa,Ventilador,6887.96,4,0.24,20939.4,Salvador,Boleto,Entregue,3
819,2025-10-20,Casa,Cafeteira,2603.94,2,0.17,4322.54,Salvador,Boleto,Entregue,4
820,2025-10-13,Escritório,Notebook Stand,4977.99,2,0.1,8960.38,Salvador,PIX,Entregue,5
821,2025-07-03,Games,PS5,5662.42,1,0.18,4643.18,Belo Horizonte,Boleto,Entregue,5
822,2025-08-24,Smartphones,Redmi,4778.24,2,0.16,8027.44,Belo Horizonte,PIX,Em Transporte,4
823,2025-02-02,Informática,Mouse,2070.31,2,0.04,3975.0,Porto Alegre,Cartão de Crédito,Entregue,4
824,2025-12-11,Smartphones,Poco,3814.43,4,0.29,10832.98,Fortaleza,Cartão de Débito,Cancelado,5
825,2025-02-19,Smartphones,Moto G,1282.25,3,0.16,3231.27,Fortaleza,Cartão de Crédito,Entregue,5
826,2025-03-30,Games,Xbox Series,1411.53,2,0.27,2060.83,São Paulo,PIX,Entregue,3
827,2025-05-18,Smartphones,Galaxy,2387.19,5,0.09,10861.71,São Paulo,Cartão de Débito,Entregue,2
828,2025-01-30,Casa,Air Fryer,5767.46,2,0.21,9112.59,Fortaleza,PIX,Em Transporte,4
829,2025-01-04,Escritório,Mesa,3889.75,4,0.26,11513.66,Belo Horizonte,Cartão de Crédito,Entregue,5
830,2025-05-19,Informática,Notebook,5380.76,1,0.07,5004.11,São Paulo,Boleto,Entregue,3
831,2025-05-10,Informática,Monitor,461.35,1,0.19,373.69,São Paulo,Cartão de Crédito,Entregue,3
832,2025-11-19,Smartphones,Poco,7231.86,5,0.27,26396.29,Porto Alegre,PIX,Entregue,1
833,2025-06-17,Games,Nintendo Switch,348.95,5,0.28,1256.22,Curitiba,PIX,Em Transporte,4
834,2025-02-23,Escritório,Notebook Stand,6869.84,3,0.23,15869.33,Fortaleza,Boleto,Entregue,3
835,2025-03-20,Smartphones,iPhone,1141.33,3,0.17,2841.91,Salvador,Cartão de Crédito,Entregue,5
836,2025-07-03,Informática,Mouse,3541.25,5,0.01,17529.19,São Paulo,PIX,Entregue,1
837,2025-05-19,Escritório,Cadeira,5803.43,4,0.15,19731.66,Curitiba,Cartão de Crédito,Entregue,3
838,2025-05-27,Casa,Micro-ondas,6445.96,4,0.07,23978.97,São Paulo,PIX,Entregue,1
839,2025-08-15,Escritório,Mesa,967.79,4,0.1,3484.04,Curitiba,Cartão de Débito,Em Transporte,1
840,2025-05-21,Casa,Ventilador,3058.09,1,0.0,3058.09,Salvador,Boleto,Entregue,2
841,2025-08-08,Games,Nintendo Switch,5782.53,1,0.14,4972.98,Fortaleza,Cartão de Crédito,Entregue,5
842,2025-07-25,Informática,Mouse,6409.87,3,0.0,19229.61,Curitiba,PIX,Em Transporte,5
843,2025-02-19,Casa,Ventilador,5686.02,4,0.14,19559.91,Belo Horizonte,Cartão de Débito,Entregue,2
844,2025-10-22,Smartphones,Redmi,403.06,1,0.14,346.63,Salvador,Cartão de Débito,Entregue,1
845,2025-09-02,Games,Controle,4600.25,5,0.01,22771.24,Recife,PIX,Entregue,2
846,2025-10-25,Informática,Monitor,4720.78,1,0.15,4012.66,Curitiba,Cartão de Crédito,Entregue,1
847,2025-04-30,Informática,SSD,7842.36,4,0.23,24154.47,Porto Alegre,Boleto,Entregue,4
848,2025-06-05,Informática,SSD,329.92,5,0.2,1319.68,São Paulo,Boleto,Entregue,5
849,2025-02-11,Games,Xbox Series,7518.91,1,0.25,5639.18,Recife,Boleto,Entregue,3
850,2025-06-11,Informática,Monitor,6593.4,4,0.11,23472.5,Salvador,PIX,Entregue,4
851,2025-09-12,Informática,Mouse,3931.37,3,0.12,10378.82,Rio de Janeiro,Boleto,Entregue,4
852,2025-08-30,Smartphones,Poco,1082.4,4,0.09,3939.94,Belo Horizonte,Cartão de Débito,Em Transporte,2
853,2025-06-29,Escritório,Webcam,1808.5,1,0.22,1410.63,Belo Horizonte,Cartão de Débito,Entregue,1
854,2025-01-01,Informática,SSD,3777.19,2,0.1,6798.94,Fortaleza,Cartão de Débito,Entregue,1
855,2025-01-17,Escritório,Cadeira,929.08,4,0.02,3641.99,Rio de Janeiro,Cartão de Crédito,Entregue,1
856,2025-07-12,Games,PS5,4137.18,3,0.08,11418.62,Rio de Janeiro,PIX,Cancelado,1
857,2025-05-28,Casa,Micro-ondas,179.0,1,0.26,132.46,Rio de Janeiro,PIX,Entregue,4
858,2025-06-22,Casa,Cafeteira,1637.18,5,0.22,6385.0,Recife,Cartão de Débito,Em Transporte,2
859,2025-10-31,Games,Xbox Series,7818.2,3,0.04,22516.42,Curitiba,Cartão de Crédito,Entregue,2
860,2025-12-05,Escritório,Cadeira,4353.53,3,0.16,10970.9,Salvador,Cartão de Débito,Em Transporte,3
861,2025-03-11,Casa,Micro-ondas,917.76,4,0.07,3414.07,Recife,Boleto,Entregue,4
862,2025-12-19,Escritório,Cadeira,2699.33,5,0.27,9852.55,Fortaleza,Cartão de Crédito,Entregue,2
863,2025-02-06,Smartphones,Galaxy,4474.92,3,0.17,11142.55,São Paulo,Cartão de Débito,Entregue,2
864,2025-07-17,Casa,Micro-ondas,1250.57,2,0.0,2501.14,Fortaleza,Cartão de Débito,Entregue,2
865,2025-04-22,Informática,SSD,183.77,3,0.27,402.46,Recife,Cartão de Débito,Entregue,3
866,2025-10-25,Casa,Cafeteira,6362.74,1,0.28,4581.17,Recife,PIX,Em Transporte,2
867,2025-10-30,Smartphones,Poco,5414.8,5,0.21,21388.46,São Paulo,Cartão de Débito,Entregue,5
868,2025-01-02,Smartphones,Redmi,5469.26,5,0.1,24611.67,São Paulo,Cartão de Crédito,Cancelado,1
869,2025-12-07,Casa,Air Fryer,7469.78,2,0.26,11055.27,Belo Horizonte,Cartão de Crédito,Entregue,1
870,2025-02-08,Smartphones,Redmi,5012.84,4,0.05,19048.79,Rio de Janeiro,Cartão de Débito,Em Transporte,5
871,2025-03-06,Casa,Micro-ondas,5265.67,3,0.03,15323.1,São Paulo,Cartão de Débito,Devolvido,1
872,2025-06-28,Smartphones,iPhone,1989.31,4,0.09,7241.09,Salvador,Cartão de Débito,Entregue,3
873,2025-07-08,Smartphones,Galaxy,4131.52,4,0.29,11733.52,Recife,Boleto,Cancelado,3
874,2025-04-29,Smartphones,Poco,5047.84,3,0.19,12266.25,São Paulo,Cartão de Crédito,Em Transporte,5
875,2025-08-27,Informática,Notebook,4755.33,1,0.08,4374.9,Curitiba,Cartão de Crédito,Entregue,2
876,2025-01-14,Casa,Ventilador,7594.06,5,0.0,37970.3,Curitiba,PIX,Entregue,3
877,2025-03-15,Casa,Air Fryer,2648.64,5,0.04,12713.47,Belo Horizonte,Cartão de Crédito,Cancelado,4
878,2025-03-15,Games,Controle,530.81,3,0.09,1449.11,São Paulo,Cartão de Crédito,Entregue,2
879,2025-07-17,Casa,Liquidificador,3950.27,3,0.26,8769.6,Rio de Janeiro,Boleto,Entregue,5
880,2025-05-03,Informática,Teclado,6427.61,4,0.23,19797.04,Belo Horizonte,PIX,Entregue,3
881,2025-12-02,Smartphones,iPhone,5678.16,3,0.22,13286.89,Belo Horizonte,PIX,Entregue,3
882,2025-01-01,Escritório,Notebook Stand,4470.78,3,0.11,11936.98,São Paulo,Cartão de Crédito,Entregue,4
883,2025-10-30,Casa,Liquidificador,7482.36,3,0.17,18631.08,Rio de Janeiro,PIX,Entregue,1
884,2025-02-28,Informática,Monitor,6855.31,5,0.18,28106.77,Porto Alegre,PIX,Em Transporte,3
885,2025-05-25,Informática,Mouse,4318.69,2,0.27,6305.29,Recife,Boleto,Cancelado,2
886,2025-06-21,Informática,Mouse,3827.51,5,0.27,13970.41,Rio de Janeiro,Boleto,Entregue,1
887,2025-04-09,Informática,Monitor,7725.3,2,0.09,14060.05,Porto Alegre,Cartão de Crédito,Entregue,3
888,2025-11-15,Smartphones,Redmi,3853.19,2,0.05,7321.06,Recife,PIX,Entregue,2
889,2025-08-24,Games,PS5,5665.18,5,0.14,24360.27,Fortaleza,Boleto,Entregue,1
890,2025-03-25,Informática,Teclado,594.22,3,0.25,1337.0,Belo Horizonte,Cartão de Crédito,Entregue,5
891,2025-01-04,Casa,Liquidificador,6986.68,1,0.15,5938.68,Salvador,Boleto,Entregue,4
892,2025-08-10,Escritório,Webcam,4991.6,3,0.21,11830.09,Belo Horizonte,Cartão de Crédito,Em Transporte,1
893,2025-07-31,Smartphones,Poco,3664.18,4,0.05,13923.88,Porto Alegre,PIX,Entregue,1
894,2025-05-06,Informática,Monitor,554.3,1,0.15,471.15,Recife,Boleto,Entregue,4
895,2025-04-21,Games,Headset,6507.64,2,0.13,11323.29,Salvador,Boleto,Entregue,1
896,2025-03-10,Casa,Cafeteira,3697.6,1,0.03,3586.67,Fortaleza,Boleto,Cancelado,1
897,2025-06-21,Smartphones,Galaxy,6542.58,2,0.14,11253.24,Rio de Janeiro,PIX,Entregue,2
898,2025-06-30,Casa,Micro-ondas,2420.47,5,0.11,10771.09,Porto Alegre,PIX,Devolvido,5
899,2025-03-24,Games,PS5,3292.02,5,0.05,15637.09,Porto Alegre,Cartão de Crédito,Entregue,4
900,2025-12-20,Informática,Teclado,2038.03,2,0.25,3057.05,Curitiba,Cartão de Débito,Entregue,2
901,2025-05-29,Games,Nintendo Switch,7598.42,3,0.21,18008.26,Belo Horizonte,Boleto,Entregue,1
902,2025-02-09,Casa,Cafeteira,2821.19,5,0.12,12413.24,São Paulo,Cartão de Crédito,Entregue,1
903,2025-08-28,Casa,Ventilador,5265.75,5,0.05,25012.31,Salvador,Cartão de Débito,Em Transporte,5
904,2025-03-05,Informática,Notebook,5878.05,2,0.03,11403.42,Recife,Cartão de Débito,Entregue,5
905,2025-06-27,Casa,Air Fryer,4160.36,4,0.13,14478.05,Fortaleza,Cartão de Débito,Em Transporte,5
906,2025-06-06,Smartphones,iPhone,2885.62,1,0.09,2625.91,Curitiba,Cartão de Débito,Entregue,4
907,2025-01-18,Casa,Cafeteira,3072.05,3,0.12,8110.21,Porto Alegre,Cartão de Crédito,Entregue,1
908,2025-03-12,Casa,Liquidificador,5690.2,4,0.15,19346.68,Rio de Janeiro,Cartão de Débito,Entregue,3
909,2025-01-05,Informática,Mouse,6860.96,4,0.28,19759.56,São Paulo,Cartão de Crédito,Cancelado,1
910,2025-11-09,Casa,Air Fryer,1584.69,3,0.29,3375.39,Rio de Janeiro,Cartão de Crédito,Entregue,2
911,2025-05-02,Informática,SSD,5701.89,3,0.06,16079.33,Rio de Janeiro,Cartão de Débito,Devolvido,3
912,2025-02-19,Escritório,Notebook Stand,2645.19,4,0.01,10474.95,Curitiba,Cartão de Débito,Entregue,3
913,2025-03-30,Games,Nintendo Switch,4838.6,1,0.06,4548.28,Salvador,Cartão de Crédito,Em Transporte,4
914,2025-07-22,Informática,SSD,3448.7,5,0.2,13794.8,São Paulo,Cartão de Débito,Entregue,2
915,2025-05-26,Casa,Cafeteira,7549.15,2,0.06,14192.4,Recife,Boleto,Entregue,3
916,2025-09-03,Smartphones,Galaxy,1722.14,2,0.11,3065.41,Recife,PIX,Entregue,4
917,2025-05-10,Escritório,Webcam,7208.49,4,0.2,23067.17,Curitiba,Cartão de Crédito,Entregue,4
918,2025-05-23,Escritório,Notebook Stand,2245.26,1,0.22,1751.3,Salvador,Cartão de Crédito,Entregue,3
919,2025-08-24,Smartphones,Moto G,6572.75,1,0.04,6309.84,Salvador,Boleto,Em Transporte,3
920,2025-12-04,Casa,Ventilador,3808.71,4,0.02,14930.14,Recife,Cartão de Débito,Entregue,3
921,2025-06-22,Smartphones,iPhone,1598.1,2,0.11,2844.62,São Paulo,PIX,Em Transporte,2
922,2025-02-24,Casa,Liquidificador,3197.83,2,0.15,5436.31,Porto Alegre,Cartão de Crédito,Cancelado,2
923,2025-11-25,Games,Headset,7325.66,2,0.08,13479.21,Curitiba,Cartão de Débito,Entregue,3
924,2025-02-19,Games,Headset,2934.74,1,0.12,2582.57,Fortaleza,Boleto,Entregue,2
925,2025-12-16,Escritório,Impressora,3163.86,5,0.15,13446.41,Fortaleza,PIX,Entregue,2
926,2025-10-16,Smartphones,iPhone,6397.74,2,0.11,11387.98,São Paulo,Cartão de Crédito,Entregue,4
927,2025-02-17,Informática,Teclado,5738.81,5,0.24,21807.48,Curitiba,PIX,Entregue,2
928,2025-01-07,Escritório,Webcam,948.29,1,0.07,881.91,Rio de Janeiro,Boleto,Em Transporte,3
929,2025-12-16,Smartphones,Redmi,4555.54,1,0.06,4282.21,Curitiba,Boleto,Entregue,5
