id_conteudo,titulo,tipo,genero,ano_lancamento,duracao_minutos,temporadas,quantidade_episodios,classificacao_indicativa,idioma_original,pais_producao,plataforma,avaliacao_publico,quantidade_avaliacoes,orcamento_milhoes,premios_recebidos
693,Risos de Família 693,Série,Suspense,2020,20,2,108,14 anos,Espanhol,Inglaterra,Vision,3.5,397429,128.26,11
694,Código Sombrio 694,Filme,Terror,2006,97,1,1,12 anos,Francês,França,Cinema+,3.6,295681,170.23,20
695,O Último Horizonte 695,Filme,Terror,2011,155,1,1,18 anos,Português,Inglaterra,PlayTV,2.7,405367,138.26,0
696,Amor em Paris 696,Filme,Fantasia,1992,165,1,1,16 anos,Espanhol,Brasil,StreamFlix,1.4,235941,182.65,5
697,Amor em Paris 697,Filme,Suspense,2024,122,1,1,12 anos,Japonês,Brasil,StreamFlix,2.2,149540,218.45,21
698,Código Sombrio 698,Série,Fantasia,1996,24,2,43,10 anos,Japonês,EUA,Cinema+,1.5,111319,168.67,25
699,Aventura no Espaço 699,Série,Terror,2012,32,1,116,10 anos,Francês,Inglaterra,StreamFlix,2.3,412046,7.44,6
700,O Reino Perdido 700,Filme,Terror,1992,110,1,1,18 anos,Inglês,Coreia do Sul,Cinema+,2.7,46884,42.09,24
701,Código Sombrio 701,Filme,Drama,1994,149,1,1,Livre,Francês,Inglaterra,PlayTV,3.5,97579,46.85,11
702,Operação Final 702,Filme,Terror,2026,146,1,1,Livre,Espanhol,Brasil,Cinema+,1.4,72596,249.28,12
703,O Reino Perdido 703,Série,Comédia,1998,43,5,37,16 anos,Francês,França,MegaStream,4.6,356182,83.15,19
704,Risos de Família 704,Série,Fantasia,1995,32,5,71,10 anos,Inglês,Japão,MegaStream,3.4,391021,22.14,3
705,Operação Final 705,Filme,Romance,1993,159,1,1,12 anos,Francês,Coreia do Sul,PlayTV,2.1,24169,228.28,18
706,O Reino Perdido 706,Filme,Ficção Científica,2013,130,1,1,10 anos,Português,Brasil,StreamFlix,1.4,247271,158.2,15
707,Além do Tempo 707,Série,Romance,1999,54,6,29,Livre,Espanhol,Japão,StreamFlix,3.0,230157,191.23,9
708,Amor em Paris 708,Filme,Suspense,2000,85,1,1,10 anos,Português,EUA,MegaStream,3.0,119190,175.59,17
709,O Último Horizonte 709,Série,Ficção Científica,2004,36,7,24,Livre,Inglês,EUA,MegaStream,2.6,243160,113.56,22
710,Amor em Paris 710,Série,Romance,1999,45,1,65,Livre,Espanhol,Japão,PlayTV,2.7,440813,19.21,18
711,O Último Horizonte 711,Série,Ação,1991,35,7,43,14 anos,Francês,Inglaterra,StreamFlix,3.4,436776,211.63,9
712,O Investigador 712,Filme,Suspense,2004,163,1,1,12 anos,Japonês,EUA,MegaStream,4.8,305333,107.72,1
713,Amor em Paris 713,Filme,Ficção Científica,2005,109,1,1,18 anos,Espanhol,Inglaterra,StreamFlix,3.7,472776,169.42,11
714,O Último Horizonte 714,Filme,Ação,1990,163,1,1,Livre,Espanhol,EUA,StreamFlix,1.6,236665,69.9,0
715,O Último Horizonte 715,Série,Romance,2013,60,4,43,10 anos,Espanhol,Coreia do Sul,PlayTV,2.8,470967,106.07,25
716,O Investigador 716,Filme,Drama,1997,157,1,1,16 anos,Japonês,França,Vision,3.6,332271,83.07,15
717,O Reino Perdido 717,Filme,Fantasia,2006,103,1,1,18 anos,Inglês,França,PlayTV,1.7,135908,37.66,10
718,Além do Tempo 718,Série,Drama,2001,33,6,19,14 anos,Espanhol,Coreia do Sul,StreamFlix,1.8,89999,78.41,20
719,O Último Horizonte 719,Série,Suspense,2003,43,4,82,18 anos,Francês,Coreia do Sul,PlayTV,4.5,411685,208.37,6
720,Além do Tempo 720,Série,Ficção Científica,2007,23,2,97,12 anos,Japonês,Coreia do Sul,Cinema+,2.4,180529,198.93,0
721,Operação Final 721,Série,Drama,2024,35,7,10,Livre,Francês,França,MegaStream,3.9,397266,69.51,1
722,Código Sombrio 722,Série,Drama,2025,45,6,101,Livre,Inglês,Japão,Cinema+,1.5,4224,192.46,16
723,Operação Final 723,Filme,Comédia,2014,136,1,1,16 anos,Francês,França,Cinema+,3.9,143930,83.85,8
724,O Último Horizonte 724,Série,Drama,2023,48,2,69,16 anos,Japonês,Coreia do Sul,Cinema+,5.0,59606,134.89,25
725,Mistérios da Cidade 725,Filme,Terror,2009,114,1,1,10 anos,Inglês,França,Vision,2.0,354494,37.55,13
726,O Último Horizonte 726,Filme,Ação,2025,179,1,1,10 anos,Francês,Japão,Vision,1.1,240760,249.71,24
727,O Último Horizonte 727,Série,Comédia,2022,26,5,56,14 anos,Inglês,Inglaterra,StreamFlix,3.0,162626,46.79,20
728,Amor em Paris 728,Série,Drama,2015,26,7,71,16 anos,Português,EUA,MegaStream,1.7,281279,167.94,17
729,Amor em Paris 729,Série,Terror,2010,27,6,112,10 anos,Francês,Coreia do Sul,MegaStream,2.5,1935,151.03,9
730,Operação Final 730,Série,Terror,2004,60,1,68,10 anos,Português,Brasil,Vision,2.0,110329,5.32,11
731,Além do Tempo 731,Filme,Suspense,1990,91,1,1,18 anos,Japonês,EUA,StreamFlix,4.0,163205,160.2,0
732,O Último Horizonte 732,Filme,Drama,1991,120,1,1,12 anos,Japonês,Inglaterra,PlayTV,1.9,366427,108.33,5
733,Amor em Paris 733,Série,Comédia,2004,41,5,52,10 anos,Português,Coreia do Sul,MegaStream,4.4,282130,40.86,14
734,Risos de Família 734,Filme,Fantasia,1995,99,1,1,18 anos,Francês,EUA,StreamFlix,4.2,268889,18.47,7
735,O Reino Perdido 735,Série,Ação,2026,40,3,86,Livre,Inglês,EUA,Cinema+,2.0,172420,242.53,25
736,O Reino Perdido 736,Filme,Suspense,2026,119,1,1,16 anos,Espanhol,Coreia do Sul,PlayTV,3.8,140640,54.7,1
737,O Último Horizonte 737,Série,Terror,2015,28,2,90,16 anos,Inglês,Brasil,MegaStream,3.5,29164,14.29,1
738,Amor em Paris 738,Série,Ação,1990,37,3,35,18 anos,Inglês,Coreia do Sul,PlayTV,5.0,323941,142.65,5
739,Aventura no Espaço 739,Filme,Terror,1998,176,1,1,12 anos,Japonês,Coreia do Sul,Vision,2.9,390729,179.52,4
740,O Investigador 740,Série,Drama,1993,52,6,43,10 anos,Francês,França,Cinema+,3.6,486684,200.71,0
741,Risos de Família 741,Série,Ficção Científica,2002,49,6,75,16 anos,Japonês,Japão,PlayTV,4.2,220744,223.94,2
742,Risos de Família 742,Série,Romance,2017,34,7,23,16 anos,Japonês,França,StreamFlix,3.9,495363,155.09,1
743,Código Sombrio 743,Filme,Comédia,2004,97,1,1,16 anos,Espanhol,Brasil,Cinema+,2.7,143824,151.51,13
744,Aventura no Espaço 744,Filme,Fantasia,2017,146,1,1,12 anos,Espanhol,EUA,Vision,2.9,368059,172.47,7
745,O Investigador 745,Filme,Romance,1992,130,1,1,14 anos,Espanhol,Japão,StreamFlix,3.8,140079,4.86,5
746,Amor em Paris 746,Série,Drama,1991,42,7,63,14 anos,Português,Brasil,PlayTV,3.2,9934,248.25,1
747,Amor em Paris 747,Série,Suspense,2003,46,8,25,14 anos,Francês,EUA,StreamFlix,2.8,410776,108.62,9
748,O Investigador 748,Série,Terror,2018,23,2,55,18 anos,Inglês,Coreia do Sul,PlayTV,4.8,45093,71.91,13
749,Aventura no Espaço 749,Série,Suspense,2017,20,4,77,14 anos,Japonês,Japão,StreamFlix,3.2,109505,188.06,1
750,O Investigador 750,Filme,Fantasia,2024,175,1,1,14 anos,Japonês,França,PlayTV,4.3,129990,153.32,11
751,Código Sombrio 751,Série,Ação,2014,45,6,97,14 anos,Português,França,Vision,1.6,163073,77.66,11
752,Aventura no Espaço 752,Filme,Fantasia,1990,80,1,1,18 anos,Francês,Coreia do Sul,StreamFlix,2.4,494374,92.03,23
753,Amor em Paris 753,Filme,Suspense,2012,108,1,1,18 anos,Espanhol,EUA,Cinema+,2.2,427685,27.95,6
754,Código Sombrio 754,Filme,Terror,1995,164,1,1,12 anos,Francês,Japão,MegaStream,4.1,431428,192.17,20
755,Amor em Paris 755,Filme,Terror,2013,175,1,1,16 anos,Inglês,Inglaterra,MegaStream,3.6,342197,86.25,12
756,Mistérios da Cidade 756,Filme,Ficção Científica,1990,119,1,1,Livre,Espanhol,EUA,Cinema+,4.1,190311,170.88,20
757,Aventura no Espaço 757,Série,Comédia,2026,23,2,67,Livre,Inglês,Inglaterra,StreamFlix,2.7,207232,157.39,23
758,O Reino Perdido 758,Série,Comédia,2017,36,1,56,16 anos,Japonês,Japão,StreamFlix,3.7,463499,202.85,6
759,Amor em Paris 759,Filme,Romance,2024,144,1,1,Livre,Inglês,França,MegaStream,3.0,257043,225.21,0
760,O Reino Perdido 760,Filme,Romance,2012,178,1,1,16 anos,Inglês,EUA,Vision,2.9,19948,118.49,11
761,O Reino Perdido 761,Filme,Suspense,2017,169,1,1,12 anos,Japonês,França,Vision,1.7,48830,4.35,25
762,O Reino Perdido 762,Série,Terror,2008,60,3,76,14 anos,Japonês,Inglaterra,Cinema+,2.3,392836,215.22,13
763,Risos de Família 763,Filme,Ficção Científica,1992,169,1,1,14 anos,Japonês,França,PlayTV,2.3,180798,114.23,24
764,Aventura no Espaço 764,Filme,Fantasia,2016,105,1,1,10 anos,Inglês,Inglaterra,PlayTV,3.5,58633,178.72,24
765,Operação Final 765,Série,Fantasia,2003,23,1,69,Livre,Francês,Coreia do Sul,MegaStream,4.0,326223,192.1,15
766,Além do Tempo 766,Filme,Ação,1992,100,1,1,12 anos,Português,Brasil,StreamFlix,4.6,27633,25.03,11
767,Amor em Paris 767,Filme,Ficção Científica,1998,152,1,1,18 anos,Japonês,EUA,StreamFlix,1.6,406985,37.71,2
768,Amor em Paris 768,Filme,Ficção Científica,2020,93,1,1,18 anos,Inglês,EUA,Cinema+,2.1,123827,237.49,15
769,Risos de Família 769,Filme,Fantasia,1992,135,1,1,Livre,Português,Brasil,Cinema+,4.3,229113,199.15,15
770,Mistérios da Cidade 770,Filme,Terror,1995,120,1,1,18 anos,Português,Japão,PlayTV,3.1,214697,157.99,18
771,O Último Horizonte 771,Série,Terror,2014,53,5,110,16 anos,Português,Inglaterra,Vision,1.7,98346,107.3,15
772,Além do Tempo 772,Filme,Romance,2024,127,1,1,10 anos,Francês,Japão,Cinema+,2.1,178236,33.06,0
773,Aventura no Espaço 773,Série,Comédia,2022,29,5,43,12 anos,Inglês,França,Vision,1.9,133109,200.97,24
774,O Último Horizonte 774,Série,Ficção Científica,2013,50,2,96,16 anos,Francês,Brasil,Vision,3.1,457382,111.29,15
775,O Investigador 775,Filme,Comédia,2006,176,1,1,16 anos,Japonês,Japão,StreamFlix,3.7,480457,157.34,25
776,Aventura no Espaço 776,Filme,Suspense,2026,96,1,1,14 anos,Francês,Coreia do Sul,Cinema+,4.5,343269,244.77,8
777,Amor em Paris 777,Série,Fantasia,1992,53,8,105,16 anos,Francês,EUA,Cinema+,2.4,490603,194.63,4
778,Aventura no Espaço 778,Filme,Ação,1995,95,1,1,18 anos,Espanhol,Japão,PlayTV,1.8,105630,37.08,19
779,Aventura no Espaço 779,Filme,Fantasia,1996,147,1,1,16 anos,Espanhol,Japão,PlayTV,4.4,174858,164.37,2
780,Operação Final 780,Série,Ficção Científica,2014,32,7,117,18 anos,Japonês,França,Cinema+,4.0,115739,207.23,23
781,Amor em Paris 781,Série,Drama,2005,36,2,15,14 anos,Japonês,EUA,PlayTV,3.2,275900,142.1,18
782,O Reino Perdido 782,Série,Ação,2016,23,1,99,18 anos,Inglês,Brasil,Vision,4.6,270441,111.67,16
783,Código Sombrio 783,Filme,Romance,2020,180,1,1,14 anos,Francês,EUA,StreamFlix,4.2,460786,80.51,4
784,Aventura no Espaço 784,Série,Suspense,1992,59,2,62,Livre,Espanhol,Coreia do Sul,StreamFlix,2.3,426170,68.38,1
785,Operação Final 785,Série,Ficção Científica,2022,38,1,25,10 anos,Inglês,EUA,Vision,4.3,208941,113.81,13
786,Além do Tempo 786,Filme,Ficção Científica,1995,153,1,1,14 anos,Japonês,Japão,StreamFlix,2.9,229001,144.95,18
787,Risos de Família 787,Filme,Terror,2020,137,1,1,16 anos,Espanhol,Japão,MegaStream,4.7,440589,137.13,2
788,Amor em Paris 788,Filme,Comédia,2017,89,1,1,Livre,Francês,Inglaterra,MegaStream,1.5,266445,154.58,1
789,O Reino Perdido 789,Filme,Ficção Científica,1998,137,1,1,10 anos,Francês,Coreia do Sul,PlayTV,2.7,318879,209.05,6
790,Aventura no Espaço 790,Filme,Terror,1992,179,1,1,10 anos,Francês,Inglaterra,PlayTV,2.7,276950,58.96,25
791,Mistérios da Cidade 791,Filme,Romance,2007,172,1,1,18 anos,Inglês,Coreia do Sul,Cinema+,2.0,193262,122.87,24
792,Além do Tempo 792,Filme,Terror,2014,130,1,1,18 anos,Espanhol,Inglaterra,Vision,3.2,123543,168.07,1
793,O Reino Perdido 793,Série,Ação,2003,58,4,35,12 anos,Japonês,Coreia do Sul,Cinema+,1.8,376992,9.89,10
794,O Investigador 794,Série,Fantasia,2024,34,3,61,12 anos,Japonês,França,PlayTV,3.8,248976,234.77,14
795,Mistérios da Cidade 795,Série,Fantasia,1999,23,7,6,16 anos,Espanhol,Inglaterra,StreamFlix,3.4,481088,167.96,4
796,O Reino Perdido 796,Série,Romance,1998,31,2,71,18 anos,Espanhol,Coreia do Sul,StreamFlix,2.1,11273,55.97,10
797,Código Sombrio 797,Filme,Drama,1992,133,1,1,12 anos,Inglês,França,Cinema+,2.5,407980,64.93,9
798,Mistérios da Cidade 798,Filme,Drama,2019,93,1,1,16 anos,Francês,Brasil,StreamFlix,4.3,483607,14.87,16
799,Operação Final 799,Filme,Ficção Científica,1991,154,1,1,10 anos,Francês,França,PlayTV,1.4,122556,73.19,0
800,O Investigador 800,Filme,Fantasia,1996,80,1,1,Livre,Inglês,Brasil,PlayTV,2.0,225304,173.34,5
801,Código Sombrio 801,Filme,Suspense,1997,93,1,1,12 anos,Espanhol,EUA,MegaStream,4.7,316445,206.11,8
802,Operação Final 802,Filme,Ação,1990,86,1,1,Livre,Francês,Coreia do Sul,Vision,1.4,331431,226.48,2
803,Além do Tempo 803,Filme,Comédia,2012,131,1,1,14 anos,Francês,EUA,Vision,1.5,12844,21.24,5
804,Aventura no Espaço 804,Filme,Suspense,2014,100,1,1,12 anos,Espanhol,EUA,Cinema+,1.0,65692,67.63,10
805,Código Sombrio 805,Filme,Suspense,2020,162,1,1,Livre,Espanhol,Inglaterra,MegaStream,2.5,442085,112.22,20
806,Operação Final 806,Filme,Suspense,2005,144,1,1,12 anos,Português,Coreia do Sul,StreamFlix,4.7,428707,176.07,9
807,Operação Final 807,Filme,Drama,2020,101,1,1,18 anos,Espanhol,Japão,MegaStream,3.2,244552,197.61,10
808,Mistérios da Cidade 808,Série,Romance,2022,32,4,65,16 anos,Japonês,Inglaterra,Cinema+,2.4,272007,166.12,24
809,Mistérios da Cidade 809,Série,Fantasia,2010,29,7,29,12 anos,Português,EUA,PlayTV,3.6,240871,47.7,13
810,O Investigador 810,Filme,Romance,2013,155,1,1,16 anos,Espanhol,França,Cinema+,2.3,425742,221.79,21
811,Operação Final 811,Filme,Romance,2011,112,1,1,16 anos,Francês,Brasil,Vision,4.4,191194,221.78,15
812,Operação Final 812,Filme,Suspense,1999,105,1,1,10 anos,Francês,França,Cinema+,2.7,260000,216.24,15
813,O Investigador 813,Série,Comédia,2023,39,8,31,12 anos,Inglês,França,Vision,1.2,206081,180.21,2
814,Aventura no Espaço 814,Série,Terror,1999,58,1,17,16 anos,Francês,EUA,Vision,2.6,323699,163.29,10
815,Além do Tempo 815,Série,Fantasia,1993,30,3,97,14 anos,Japonês,Inglaterra,StreamFlix,3.9,83532,16.42,25
816,Amor em Paris 816,Série,Fantasia,2018,43,7,70,18 anos,Espanhol,Japão,StreamFlix,1.6,375213,185.71,0
817,Amor em Paris 817,Filme,Comédia,2001,108,1,1,16 anos,Espanhol,França,Vision,1.7,460387,42.28,11
818,Mistérios da Cidade 818,Série,Romance,2017,29,3,41,16 anos,Francês,Japão,PlayTV,2.2,36735,187.81,16
819,Mistérios da Cidade 819,Série,Romance,2011,43,7,45,Livre,Francês,França,PlayTV,3.6,299783,41.83,20
820,Risos de Família 820,Filme,Fantasia,2026,169,1,1,12 anos,Espanhol,Inglaterra,MegaStream,1.5,292561,245.04,7
821,Além do Tempo 821,Filme,Suspense,1993,155,1,1,14 anos,Inglês,França,Cinema+,4.7,66400,222.97,18
822,O Investigador 822,Série,Terror,1991,50,6,74,16 anos,Espanhol,Inglaterra,MegaStream,4.1,142534,66.29,5
823,Além do Tempo 823,Filme,Ficção Científica,2015,131,1,1,14 anos,Português,Brasil,PlayTV,4.1,245239,175.03,22
824,Aventura no Espaço 824,Série,Drama,2020,28,7,72,Livre,Espanhol,EUA,Cinema+,4.8,350884,215.38,12
825,Mistérios da Cidade 825,Série,Romance,2015,35,3,26,12 anos,Inglês,Brasil,PlayTV,4.4,53575,1.81,13
826,Risos de Família 826,Filme,Suspense,1996,162,1,1,16 anos,Inglês,Brasil,Vision,2.9,464772,48.56,17
827,Operação Final 827,Série,Fantasia,2008,22,4,74,12 anos,Japonês,EUA,Cinema+,1.6,304902,66.04,18
828,O Reino Perdido 828,Série,Ação,2005,50,2,14,14 anos,Francês,França,PlayTV,4.4,324519,144.92,6
829,Operação Final 829,Filme,Suspense,2017,80,1,1,10 anos,Português,Japão,Vision,2.7,473062,213.94,7
830,Além do Tempo 830,Série,Ação,2012,53,8,75,12 anos,Inglês,Inglaterra,MegaStream,3.1,359925,246.96,2
831,Mistérios da Cidade 831,Série,Terror,2007,29,4,114,16 anos,Japonês,Brasil,PlayTV,2.5,262307,244.64,20
832,Aventura no Espaço 832,Série,Ficção Científica,2026,45,2,59,18 anos,Francês,Brasil,MegaStream,3.2,45409,64.57,10
833,O Investigador 833,Série,Drama,1994,27,4,32,16 anos,Inglês,Coreia do Sul,PlayTV,1.0,282876,100.28,1
834,Amor em Paris 834,Filme,Drama,2013,130,1,1,10 anos,Inglês,Inglaterra,MegaStream,1.3,453465,102.34,0
835,Amor em Paris 835,Filme,Terror,1994,170,1,1,14 anos,Francês,EUA,MegaStream,2.7,4747,235.74,21
836,Código Sombrio 836,Filme,Romance,1990,133,1,1,18 anos,Japonês,França,Vision,1.4,495864,219.63,18
837,O Último Horizonte 837,Filme,Ação,2022,180,1,1,10 anos,Francês,França,Vision,3.6,475401,156.74,13
838,O Reino Perdido 838,Filme,Drama,1997,104,1,1,16 anos,Português,Coreia do Sul,Vision,1.1,217129,73.3,17
839,Além do Tempo 839,Filme,Ação,2026,119,1,1,10 anos,Português,França,MegaStream,2.2,127964,92.65,15
840,Código Sombrio 840,Série,Comédia,1991,53,3,68,12 anos,Português,Coreia do Sul,Vision,4.2,182965,180.91,20
841,Amor em Paris 841,Filme,Drama,1992,144,1,1,10 anos,Português,Inglaterra,StreamFlix,2.1,153441,79.38,2
842,O Reino Perdido 842,Série,Drama,1999,55,8,20,14 anos,Japonês,Japão,PlayTV,1.5,71634,141.7,9
843,O Último Horizonte 843,Série,Ficção Científica,2008,35,3,80,10 anos,Francês,Inglaterra,StreamFlix,5.0,418707,144.55,9
844,Código Sombrio 844,Filme,Fantasia,2001,104,1,1,16 anos,Japonês,EUA,Vision,2.7,184114,99.63,5
845,Operação Final 845,Filme,Romance,2024,157,1,1,16 anos,Japonês,Japão,PlayTV,1.1,60559,184.19,18
846,O Reino Perdido 846,Série,Terror,2018,52,3,103,18 anos,Japonês,Inglaterra,MegaStream,2.8,177835,10.99,3
847,Mistérios da Cidade 847,Série,Comédia,1992,51,7,84,10 anos,Francês,Coreia do Sul,PlayTV,3.3,249362,18.76,8
848,Aventura no Espaço 848,Série,Comédia,1993,50,4,41,18 anos,Português,Inglaterra,StreamFlix,3.9,296157,181.37,8
849,O Último Horizonte 849,Série,Terror,2021,34,6,18,10 anos,Japonês,Coreia do Sul,MegaStream,3.3,449731,150.68,2
850,Código Sombrio 850,Filme,Ação,1992,175,1,1,16 anos,Japonês,França,PlayTV,1.7,85782,162.84,4
851,Risos de Família 851,Série,Romance,1992,24,4,26,12 anos,Japonês,França,StreamFlix,2.0,370590,229.88,8
852,O Investigador 852,Série,Drama,2001,53,3,118,18 anos,Francês,EUA,Vision,1.1,393552,113.74,16
853,O Investigador 853,Série,Ação,2008,35,2,100,12 anos,Inglês,Coreia do Sul,PlayTV,2.8,262152,137.09,1
854,O Reino Perdido 854,Série,Suspense,2015,28,1,50,16 anos,Espanhol,EUA,Vision,1.4,312851,149.1,12
855,O Investigador 855,Filme,Fantasia,2016,82,1,1,10 anos,Japonês,Japão,StreamFlix,4.9,467230,86.75,12
856,Código Sombrio 856,Série,Ficção Científica,1992,32,5,58,Livre,Japonês,França,Vision,4.9,7529,131.15,15
857,Além do Tempo 857,Série,Comédia,1990,60,8,105,12 anos,Japonês,Coreia do Sul,Vision,4.1,360102,80.8,15
858,O Último Horizonte 858,Série,Fantasia,1990,47,7,91,14 anos,Inglês,França,MegaStream,3.1,493230,211.15,14
859,O Investigador 859,Filme,Ficção Científica,2000,170,1,1,Livre,Francês,Coreia do Sul,StreamFlix,4.0,408986,172.85,14
860,Além do Tempo 860,Série,Fantasia,2017,43,1,97,16 anos,Português,França,PlayTV,5.0,16386,29.76,13
861,Risos de Família 861,Filme,Suspense,1996,117,1,1,10 anos,Francês,Coreia do Sul,Cinema+,1.4,141032,74.74,14
862,Além do Tempo 862,Filme,Fantasia,2000,160,1,1,16 anos,Espanhol,Japão,StreamFlix,3.8,56958,179.53,18
863,Risos de Família 863,Série,Terror,2016,57,7,23,Livre,Japonês,Japão,Cinema+,2.2,317774,116.32,25
864,O Último Horizonte 864,Série,Terror,2021,56,3,47,18 anos,Inglês,EUA,PlayTV,1.3,452937,173.76,1
865,Amor em Paris 865,Série,Romance,2003,39,4,56,16 anos,Francês,Coreia do Sul,Vision,1.1,376564,3.31,2
866,Código Sombrio 866,Série,Romance,2021,57,2,33,Livre,Espanhol,Inglaterra,PlayTV,1.7,251235,170.9,14
867,Risos de Família 867,Filme,Ficção Científica,2017,180,1,1,10 anos,Francês,Japão,MegaStream,1.9,396941,205.85,13
868,Mistérios da Cidade 868,Filme,Suspense,2023,172,1,1,14 anos,Português,França,StreamFlix,1.5,208960,235.9,4
869,O Investigador 869,Filme,Ficção Científica,1998,175,1,1,10 anos,Inglês,Inglaterra,Vision,4.7,494120,111.84,24
870,Amor em Paris 870,Série,Suspense,2022,40,8,10,12 anos,Espanhol,Coreia do Sul,StreamFlix,2.7,104754,159.79,1
871,Amor em Paris 871,Série,Suspense,2002,43,7,86,16 anos,Japonês,Inglaterra,Vision,1.8,42398,178.41,5
872,O Último Horizonte 872,Série,Terror,2012,52,3,95,18 anos,Francês,França,Vision,3.3,163141,206.61,0
873,Além do Tempo 873,Filme,Fantasia,1996,160,1,1,16 anos,Inglês,EUA,Vision,4.6,10324,101.87,15
874,Risos de Família 874,Filme,Ficção Científica,1999,131,1,1,10 anos,Francês,Coreia do Sul,Vision,2.8,57039,210.23,21
875,O Último Horizonte 875,Série,Romance,2004,31,1,42,12 anos,Espanhol,Japão,Cinema+,4.0,242094,25.6,14
876,O Último Horizonte 876,Filme,Fantasia,2025,168,1,1,10 anos,Francês,EUA,MegaStream,3.7,242745,205.88,24
877,Risos de Família 877,Filme,Terror,2024,81,1,1,18 anos,Francês,Japão,StreamFlix,3.6,478942,139.92,25
878,Operação Final 878,Filme,Ficção Científica,2019,108,1,1,10 anos,Português,França,MegaStream,4.0,429841,220.75,10
879,Mistérios da Cidade 879,Filme,Ação,2007,130,1,1,12 anos,Português,Brasil,Vision,1.3,410779,174.23,13
880,Operação Final 880,Série,Drama,1995,32,5,96,12 anos,Espanhol,França,PlayTV,1.8,285726,242.86,6
881,O Investigador 881,Série,Comédia,2021,20,3,78,16 anos,Português,Coreia do Sul,Cinema+,1.7,289260,234.88,23
882,O Reino Perdido 882,Série,Drama,1999,60,3,61,14 anos,Japonês,Brasil,StreamFlix,2.7,62825,28.81,17
883,Amor em Paris 883,Filme,Terror,2017,160,1,1,18 anos,Espanhol,Brasil,PlayTV,2.5,22412,8.96,8
884,Além do Tempo 884,Série,Romance,2018,27,2,95,12 anos,Japonês,Coreia do Sul,Cinema+,3.4,186750,142.12,12
885,Além do Tempo 885,Série,Terror,2016,26,7,66,18 anos,Francês,Inglaterra,PlayTV,3.8,399188,47.37,6
886,Amor em Paris 886,Série,Drama,2015,24,4,65,18 anos,Espanhol,Inglaterra,PlayTV,4.7,75763,177.13,20
887,Operação Final 887,Filme,Ficção Científica,2024,84,1,1,16 anos,Japonês,Brasil,MegaStream,2.0,169582,75.56,5
888,Operação Final 888,Filme,Suspense,2020,114,1,1,10 anos,Francês,EUA,Cinema+,3.2,21079,67.32,10
889,O Último Horizonte 889,Série,Terror,2015,44,4,72,12 anos,Espanhol,Brasil,MegaStream,2.5,281626,103.69,1
890,O Último Horizonte 890,Série,Drama,2008,48,5,119,18 anos,Inglês,França,Cinema+,4.8,382284,36.17,1
891,Código Sombrio 891,Filme,Ação,1995,178,1,1,18 anos,Inglês,EUA,Vision,1.6,309649,211.73,1
892,Amor em Paris 892,Filme,Ação,2000,161,1,1,16 anos,Francês,EUA,PlayTV,4.9,141999,5.55,19
893,Além do Tempo 893,Filme,Fantasia,2022,165,1,1,14 anos,Japonês,França,MegaStream,2.9,216913,22.89,15
894,O Investigador 894,Filme,Ficção Científica,1992,142,1,1,Livre,Francês,Brasil,Cinema+,1.8,332203,10.06,5
895,Além do Tempo 895,Série,Ficção Científica,2022,51,8,94,12 anos,Japonês,Inglaterra,Vision,1.5,207373,244.9,20
896,Código Sombrio 896,Série,Terror,1999,54,2,90,Livre,Japonês,Brasil,StreamFlix,4.3,45231,16.51,14
897,Mistérios da Cidade 897,Série,Suspense,2024,45,8,45,16 anos,Espanhol,França,StreamFlix,4.3,446827,158.25,12
898,O Último Horizonte 898,Filme,Terror,2010,108,1,1,14 anos,Português,Coreia do Sul,StreamFlix,1.3,350298,24.36,17
899,O Reino Perdido 899,Série,Fantasia,2025,58,1,101,12 anos,Francês,Japão,MegaStream,4.1,368400,121.36,5
900,Amor em Paris 900,Série,Ação,1995,57,2,19,14 anos,Espanhol,EUA,StreamFlix,1.6,213489,119.58,19
901,O Reino Perdido 901,Filme,Ficção Científica,2005,119,1,1,Livre,Francês,EUA,Vision,3.3,323472,119.62,7
902,Operação Final 902,Filme,Ação,1997,170,1,1,18 anos,Japonês,Japão,Cinema+,1.0,352478,182.5,20
903,Operação Final 903,Série,Romance,1999,55,7,16,14 anos,Francês,Japão,Vision,1.3,200771,67.44,13
904,Além do Tempo 904,Série,Suspense,2001,58,7,72,18 anos,Espanhol,Inglaterra,PlayTV,2.0,419703,75.16,1
905,O Último Horizonte 905,Série,Fantasia,2010,43,1,63,14 anos,Espanhol,Inglaterra,Cinema+,4.6,90190,218.16,9
906,Código Sombrio 906,Filme,Ficção Científica,2002,105,1,1,12 anos,Francês,Brasil,PlayTV,3.1,130770,2.57,0
907,Mistérios da Cidade 907,Filme,Fantasia,1991,146,1,1,14 anos,Francês,França,MegaStream,2.7,265343,230.35,15
908,Amor em Paris 908,Série,Romance,2020,36,1,40,18 anos,Inglês,Coreia do Sul,Cinema+,3.3,23628,193.27,0
909,Além do Tempo 909,Filme,Ficção Científica,2017,157,1,1,16 anos,Japonês,Inglaterra,Vision,4.8,62528,139.38,9
910,O Investigador 910,Série,Romance,2015,30,1,103,16 anos,Espanhol,Japão,StreamFlix,1.5,350174,167.72,11
911,Amor em Paris 911,Série,Romance,2010,43,6,55,10 anos,Japonês,Japão,Cinema+,4.6,495344,123.8,22
